stars,comment
1.0 out of 5 stars,"









  
  
    
  $600 and quit less than 2 years later. This is the 2nd xbox product in a row to die in less than 2 years. I am now a PlayStation fan. Don’t bother. Microsoft products are garbage

  
"
5.0 out of 5 stars,"









  
  
    
  good product

  
"
5.0 out of 5 stars,"









  
  
    
  Fantastic console. Will likely purchase another one this year for one of my other rooms.

  
"
5.0 out of 5 stars,"









  
  
    
  It works as advertised

  
"
5.0 out of 5 stars,"









  
  
    
  I so badly wanted the Scorpio edition. But like major Nelson said once  they are gone they’re gone… But that wasn’t the case... I initially pre-ordered the regular Xbox one x but on day of the the release the Scorpio edition was back in stock to magically. I promptly returned my standard eddition and re-ordered the Scorpio edition. I know it’s the same thing but I’ve been a big fan of the Xbox for years and followed the release of the new system from when they originally announced at  E3 the year before. In addition to the special finish it also comes with a free vertical stand  that I would’ve bought for $20-$30 anyway.  The side has a nice gradient finish that goes from black to gray with a Scorpion like texture to accompany the change in color. The controller and console both have project scorpio written on it in bright Xbox green. Came with a free Xbox live trail and a a trial for the new Xbox game pass which is awesome 100+ games plus new exclusives instantly! Now the actual system! Oh boy is it quick! Load times are crazy fast compared to the OG xb1. 1tb was less than I’d hoped but what I expected. Wished it had of been a solid state drive like the elite I have but most my games are on externals anyway which are faster. I love that they give you the option for 4K or a performance mode that ups the frame rate. Which is clutch because I thinks frames are king 60fps>4K anyday. Which makes it a great option for ppl who don’t own a 4K tv just yet. So this system has room to grow as 4K TVs become cheaper. Also offers active sync that smooshes jitter for a buttery smooth playback. HDR is also included as is Dolby Atmos. Which are both hidden gems. Atmos Sound and hdr color will make you look at games in a new way. Like how did I do without this all my life!?!? Makes games super cinematic. All and all I am very happy with my purchase and can’t wait to see what video game developers will do with this beast of a machine. Now we wait and enjoy!

  
"
5.0 out of 5 stars,"









  
  
    
  Loads fast, as of this writing I'm using a1080p Sony 55 inch and let me tell you the colors pop, everything is so much cleaner on this console. Hardly any noise and set up was a breeze. Next purchase will be 4k tv.

  
"
1.0 out of 5 stars,"









  
  
    
  Box doesn’t work!! Freezes and shows error messages. Tells me reset to factory settings and works for a day then freezes again. Called Microsoft to figure out option to fix it and I can’t get a live person. Everything about this experience has been terrible!!!

  
"
5.0 out of 5 stars,"









  
  
    
  This xbox is one of the fastest consoles I have ever bought, truly amazing. I was not expecting to get the Xbox One X Fallen Order bundle as amazon only displayed the regular xbox one x, which is even better! I haven't tried the 4k resolution but I can already tell its going to be breath taking. Overall, very pleased!

  
"
5.0 out of 5 stars,"









  
  
    
  😁

  
"
5.0 out of 5 stars,"









  
  
    
  Best entertainment unit next to tv

  
"
5.0 out of 5 stars,"









  
  
    
  Perfect to just lay back and relax when you have free time.

  
"
1.0 out of 5 stars,"









  
  
    
  This console freezes. I've tries every thing, rebooting, re-initializing and reloading.I will be returning for refund. Not Happy for this amount of investment.

  
"
5.0 out of 5 stars,"









  
  
    
  4K beast!

  
"
5.0 out of 5 stars,"









  
  
    
  Bought along side a 4k TV, fast load times greater visuals, Huge upgraded for previous Xbox. Worth it if your looking to upgrade!

  
"
5.0 out of 5 stars,"









  
  
    
  a good purchase

  
"
1.0 out of 5 stars,"









  
  
    
  I bought the Xbox one x from Amazon and it worked for a few months and now it overheat easily and the fan is not running correctly and it will shut down in the middle of games. Do not buy this product!!!

  
"
5.0 out of 5 stars,"









  
  
    
  Came like new in original box and plastic no damage well packaged thanks for the awesome buy! Cant wait to get in on some multiplayer!

  
"
5.0 out of 5 stars,"









  
  
    
  Best console yet

  
"
5.0 out of 5 stars,"









  
  
    
  Super fast processing and phenomenal picture. Love this Xbox.

  
"
5.0 out of 5 stars,"









  
  
    
  Thank you

  
"
5.0 out of 5 stars,"









  
  
    
  Xbox was a gift for our son, arrived as described

  
"
2.0 out of 5 stars,"









  
  
    
  But new! The shipped box came smashed, The Xbox seems to have been dropped and the non working controller was filthy. Sad birthday gift.

  
"
5.0 out of 5 stars,"









  
  
    
  Perfect awesome.as expected

  
"
5.0 out of 5 stars,"









  
  
    
  It’s been hard to find the one x which is what my brother wanted to replace his 1 s. This was a good find.

  
"
5.0 out of 5 stars,"









  
  
    
  Upgraded from the Xbox s. Wow! What a difference! Glad I bought

  
"
5.0 out of 5 stars,"









  
  
    
  It's an Xbox, what can you say?

  
"
5.0 out of 5 stars,"









  
    
  Perfecto, todo ok

  
  
"
5.0 out of 5 stars,"









  
  
    
  Excellent Xbox! My sons favorite. No negative issues at all. Very sturdy, reliable and durable

  
"
5.0 out of 5 stars,"









  
  
    
  When I say wow I mean it. I was kind of skeptical when they promised 4k gaming on a console, but they delivered. The games look so fresh and new on my 4k tv with HDR. I cannot go back to playing games any other way now. A quality product.

  
"
5.0 out of 5 stars,"









  
  
    
  Gave this to my son for a Christmas gift he loves it.

  
"
1.0 out of 5 stars,"









  
  
    
  I haven't had a lot of time to play with my xbox, until I got Call of Duty 4. as soon as I started playing quite a bit I started getting all kinds of error codes and now it junk. Please, don't waist good money. I thought i'd save 50 bucks! It wasn't worth it!

  
"
5.0 out of 5 stars,"









  
  
    
  After a week of playing on my X at 4k (TCL 55P605), trying several enhanced games, its already been said...This thing is a BEAST!!!

  
"
1.0 out of 5 stars,"









  
  
    
  I was reluctant to purchase because of some of the comments here. I decided to after much thought. I should have listened to my gut feeling. It worked great for 24 hours and as I was literally showing it off, the brand new xbox one x, died. I tried everything to restart it, and nothing. Unbelieavable.

  
"
5.0 out of 5 stars,"









  
  
    
  A+

  
"
1.0 out of 5 stars,"









  
  
    
  I would give it a no star it blew out in less than 2 months hardly used it.

  
"
5.0 out of 5 stars,"









  
  
    
  Yeeeeeeeeet

  
"
5.0 out of 5 stars,"









  
  
    
  Most powerful console ever...... it's true! Its Damn True

  
"
5.0 out of 5 stars,"









  
  
    
  Bought it for my son for Xmas/bday system seems okay seems okay

  
"
5.0 out of 5 stars,"









  
  
    
  much faster and more clear than my one s, very satisfied with my purchase

  
"
5.0 out of 5 stars,"









  
  
    
  The improved graphics and 4K visuals are great!

  
"
1.0 out of 5 stars,"









  
  
    
  The Xbox only lasted me 5 months before giving an issue with the HDMI. After researching online, the only way to fix this is by taking it to a professional repair for the price I bought this Xbox. Be cautious when purchasing from this distributed.

  
"
5.0 out of 5 stars,"









  
  
    
  Haven't seen my husband much after work. I guess that's a good sign :)

  
"
5.0 out of 5 stars,"









  
  
    
  A beast. Time will tell more about it but for now just enjoying the ride.

  
"
5.0 out of 5 stars,"









  
  
    
  Love it fast ship

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome graphics, best console ever.

  
"
5.0 out of 5 stars,"









  
  
    
  Bought it as a Christmas gift.

  
"
5.0 out of 5 stars,"









  
  
    
  Upgraded from xbox one s to x for Pubg and couldn't be happier-

  
"
4.0 out of 5 stars,"









  
  
    
  Great gift for any nerd in your life. It's a good step in the 4k gaming direction if you dont want to get a pc

  
"
5.0 out of 5 stars,"









  
  
    
  I love having on Xbox again had one about 2 years ago.  It works great just as I expected it would I have a 10 amd 8 nieces the love the family settings. I have the app an my phone So I know what they are doing if I'm not in the room.

  
"
5.0 out of 5 stars,"









  
  
    
  Bought this for my husband's birthday. Arrived on time and has been working as expected. The wireless card was a lot better than we initially thought with the wifi for downloads.

  
"
4.0 out of 5 stars,"









  
  
    
  The difference was hard to spot in most games. Big open world RPGs tend to see a nice FPS boost though.

  
"
5.0 out of 5 stars,"









  
  
    
  Works excellent

  
"
5.0 out of 5 stars,"









  
  
    
  Perfect As Advertised. Fast shipping!You Can't go wrong!

  
"
5.0 out of 5 stars,"









  
  
    
  As advertised

  
"
5.0 out of 5 stars,"









  
  
    
  My son loves it he is on it 20 hours a day

  
"
4.0 out of 5 stars,"









  
  
    
  More Power!  Smaller frame! Simplified setup too. Same expectation for a real gamer like me.  Now my 4k TV will get [I hope] proper use with this system. Now I can archive my Xbox One Elite. I own every system known to man. YES!

  
"
5.0 out of 5 stars,"









  
  
    
  I run it side by side with my one s and I have no complaints faster loading better graphics smoother gameplay all in all it's an amazing console in my opinion

  
"
1.0 out of 5 stars,"









  
  
    
  Product only worked for 3 days! Contacted seller twice with no response. Finally just had to file for a refund. This is my first negative review.

  
"
4.0 out of 5 stars,"









  
  
    
  Performance is adequate but not what I expected for the “most powerful console on the market”. It would be nice to have the option for a larger internal hard drive. Purchasing an external is a quick solution but load times are noticeably effected when running anything on one.

  
"
4.0 out of 5 stars,"









  
  
    
  Yes, when you put the ear buds in the controller it gives back a lot of feedback, so I can’t use headsets to this controller I have, & it’s definitely the controller too because I used other headsets & it’s giving back the same feedback, but other than that it’s ok.

  
"
5.0 out of 5 stars,"









  
  
    
  Controller that came with the xbox does not work properly as new more of like it has already been used before and im wanting another controller to replace the controller that came to me with a non sturdy analog stick, Thank you!

  
"
5.0 out of 5 stars,"









  
  
    
  My daughter was absolutely happy with this.

  
"
5.0 out of 5 stars,"









  
  
    
  fun but no golf

  
"
4.0 out of 5 stars,"









  
  
    
  I've bought consoles before but not the Xbox one yet, it's pretty good. Things out of box I can complain about is that the batteries were dead and the box was a little roughed up on the outside. Menu's just a tad confusing but it's still fine.

  
"
5.0 out of 5 stars,"









  
  
    
  Powerful system!!  Just needs more good games!

  
"
5.0 out of 5 stars,"









  
  
    
  It was exactly what I paid for (high grade console with 4K native graphics) and it arrived in perfect condition with all the promised equipment

  
"
5.0 out of 5 stars,"









  
  
    
  Really my best buy so far on here

  
"
5.0 out of 5 stars,"









  
  
    
  It’s working perfectly fine and have had no issues yet.

  
"
1.0 out of 5 stars,"









  
  
    
  After a few days of usage the Xbox began to make a very loud noise that I could narrow down to the fan. They sent me a bad Xbox

  
"
5.0 out of 5 stars,"









  
  
    
  Works as described.  Really does make everything you throw at it look better.Very satisfied with this system.

  
"
3.0 out of 5 stars,"









  
  
    
  Not all its hyped up to be...good graphics can be better...and yes there still is delay.

  
"
5.0 out of 5 stars,"









  
  
    
  Came with everything plugged it in and it worked exactly how it's supposed to

  
"
5.0 out of 5 stars,"









  
  
    
  A beast. On my Samsung QLED the games in 4k are breathtaking.

  
"
2.0 out of 5 stars,"









  
  
    
  The hard drive wasn’t any good at first I thought it was an update problem but turns out the HD is bad and that’s sad because I barely playing it due to work I got a lemon...

  
"
5.0 out of 5 stars,"









  
  
    
  Received it today and it was well worth the money. I'm not a regular gamer but the picture quality on 4k is great and I'm enjoying the free monthly game pass.

  
"
1.0 out of 5 stars,"









  
  
    
  DO NOT BUY THIS PRODUCT!!! I bought it for my son a month ago and ever since its been having problems and showing him error codes and I do not recommend this for anyone. I should of spend a little more money instead of buying this used and came in damaged product.

  
"
5.0 out of 5 stars,"









  
  
    
  Highly recommend

  
"
5.0 out of 5 stars,"









  
  
    
  Used in Hi-line A/V system. The brains of the operation.

  
"
5.0 out of 5 stars,"









  
  
    
  Bought this for my son and he is very satisfied with its performance.  Also, very pleased that Amazon shipped it to arrive on the release date!  Super product!  Exceeds expectations!

  
"
5.0 out of 5 stars,"









  
  
    
  Glad to finally have this one now if only they give you a 4K TV to go with it that would have been helpful joking of course but it works the same

  
"
5.0 out of 5 stars,"









  
  
    
  I'm not going to describe it because many people already did it, but let me tell you some extra information:* If you want to use Xbox360 games review the list at Xbox website, not all of them are enabled.  For the ones that work (like Call of Duty Advanced Warfare) they run perfect, no issues at all.* Yes, it's 110v-240v (autoswitch).  You don't need a transformer for 220v (in fact I'm using it in this way)* It brings 1 wireless controller only (I had to return it to Microsoft because it had random disconnections). You have to raise a case through Xbox support (you have to logon with your MS account, the same one you use in the Xbox)* Check the warranty date at Xbox website (it's 1 year manufacturer's warranty). I had to claim for it because it appeared as I had only 6 months of warranty.* Warranty for accesories (like controllers) is 90 days* Don't forget to register your Xbox, you cannot raise any tickets if it's not registeredHope you find this information useful

  
"
5.0 out of 5 stars,"









  
  
    
  Xbox One X is truly powerful and heavy too. Don't lift it with one hand you might hurt your wrist its amazing how Microsoft manage to put all that component inside such a small body. The Xbox One X UI is finally fast and fluent before with the Xbox One and Xbox One S UI was so sluggish and sometimes unresponsive now everything loads up quick like the thumbnails from Xbox Store all data reads faster now including steaming, uploading and downloading (Even in 4K). The Xbox One X makes your classic Original Xbox and Xbox 360 games look better then ever the textures are more crisp anti-aliasing is great no more edgy lines. Not every game is 4K, but it has more support from developers to put native 4K/HDR with 30 FPS and 1080p/HDR with 60 FPS then PS4 Pro. When it comes to third party games Xbox One X is the way to go.Xbox One X is a must buy, but the bad news is there is no exclusives for Xbox One X so if you own a high end gaming PC with a GTX 1080 your wasting money on something that has the same games you can play on PC technically you are not missing anything. When it comes to consoles I suggest PS4 Pro and Switch, plus a high end gaming PC with this you are not missing anything. Xbox One X is target for people that have no time and money to build a gaming PC like me PC gaming is super expensive...>_<Overall Xbox One X is the best alternative for a gaming PC its powerful, fast and cheap....o(^-^)o

  
"
4.0 out of 5 stars,"









  
  
    
  Good game system

  
"
5.0 out of 5 stars,"









  
  
    
  Just what was wanted.

  
"
5.0 out of 5 stars,"









  
  
    
  Seems fine

  
"
5.0 out of 5 stars,"









  
  
    
  First off, I’m a huge PC gamer and this console is as close as you can get to having a 4K ready gaming machine without spending $1500+ to barely tap 60FPS in 4K. Everything looks so beautiful and detailed, games load very quickly compared to other consoles. The upscaling of older games is so noticeable even when using it on a 1080P TV. The only thing I hated is the fact that I specifically got this console through Amazon because I didn’t want to stand in line to get one. Also, this was the only reason I applied for the Amazon Prime card as well. I didn’t receive the console for 2 days. After reading several forums, Amazon is notorious for this issue “Delay in Shipping” when it comes to new consoles. I will never pre-order anything and recommend you just go wait in line. At least you’ll have it same day.Note: there is an update of about 778MB when you first hook it up, so be ready for that.

  
"
5.0 out of 5 stars,"









  
  
    
  Good product

  
"
3.0 out of 5 stars,"









  
  
    
  It offers some good visual and perfomance but still needs the game that can take the advantage of the hardware.

  
"
3.0 out of 5 stars,"









  
  
    
  Overheats constantly

  
"
3.0 out of 5 stars,"









  
  
    
  When I opened the Amazon box, I was shocked at the condition of the box that holds the console. It was super damaged, and the bottom look like it had water damage to it. I was going to return it back, but everything inside was new and worked fine. You get what you pay for!

  
"
4.0 out of 5 stars,"









  
  
    
  Graphics are noticeably better than regular Xbox and speed is much faster.  Probably OS fault but sometimes the Xbox screen freezes or slows...good old MICROSOFT.Have much more issues with my controllers staying connected.

  
"
2.0 out of 5 stars,"









  
  
    
  Had it for a year and now most disc wont load. Going to send it in to microsoft to fix the problem. Hopefully this never happens to anyone else.

  
"
5.0 out of 5 stars,"









  
  
    
  I had a huge boner when this hit $399.99.

  
"
5.0 out of 5 stars,"









  
  
    
  Our son seems happy with it!

  
"
5.0 out of 5 stars,"









  
  
    
  It’s everything they  described, and came really fast .

  
"
5.0 out of 5 stars,"









  
  
    
  very nice gaming system

  
"
5.0 out of 5 stars,"









  
  
    
  It's dope! I really like the backwards compatibility and thw upscaling of old titles. It's an A+ console.

  
"
5.0 out of 5 stars,"









  
  
    
  Kids love it.

  
"
4.0 out of 5 stars,"









  
  
    
  The controller that came with it was obviously very used and didn’t work if it was farther than about 6 inches.  Luckily Amazon replaced it no problem.  The Xbox didn’t and still doesn’t have any issues.

  
"
5.0 out of 5 stars,"









  
  
    
  Runs great I'm very happy

  
"
1.0 out of 5 stars,"









  
  
    
  Was expecting an Xbox one x to arrive and as I was unboxing it I thought, “this looked a lot like an Xbox 360?” Not sure why I got an Xbox 360 instead of an Xbox one.

  
"
2.0 out of 5 stars,"









  
  
    
  Broke in 3 weeks

  
"
5.0 out of 5 stars,"









  
  
    
  Son is a happy camper!

  
"
5.0 out of 5 stars,"









  
  
    
  You made 4 grandkids very happy. Excellent performance.

  
"
5.0 out of 5 stars,"









  
  
    
  Love this system. I had the box 360 for years and it still works perfect. But wanted to play the new games. The picture quality that the Xbox one x puts out is great even on my 1080 p tv. Can’t wait to get a 4K and really get the full experience.

  
"
5.0 out of 5 stars,"









  
  
    
  It was perfect thank you

  
"
5.0 out of 5 stars,"









  
  
    
  Awsome

  
"
5.0 out of 5 stars,"









  
  
    
  Xbox one

  
"
5.0 out of 5 stars,"









  
  
    
  Exactly as pictured. Great product. Thanks

  
"
5.0 out of 5 stars,"









  
  
    
  Love it

  
"
5.0 out of 5 stars,"









  
  
    
  I had a man Xbox One S and was not sure this would be worth the upgrade.  Boy was i wrong - it outperforms the S significantly and the Xbox One X enhanced games like Gears of War 4 look unbelievable.  If you’re in the market for the best console on the market, look no further.

  
"
5.0 out of 5 stars,"









  
  
    
  Got used, came in great shape and started right up. I would've got this Xbox sooner but the price is still too high. Overall a great console.

  
"
1.0 out of 5 stars,"









  
  
    
  lightly used this console.  stopped working  and microsoft told me it was a fried mother board and offered consolation.  ""you will need to buy a new one"".  thanks for my five hundred dollar bookend Microsoft.

  
"
5.0 out of 5 stars,"









  
  
    
  Excelente!

  
"
5.0 out of 5 stars,"









  
  
    
  Much faster than the Xbox One, you can notice the increase in processing power.

  
"
5.0 out of 5 stars,"









  
  
    
  Love it very much

  
"
5.0 out of 5 stars,"









  
  
    
  Upgraded from the S for the 4k. Works just fine and glad I purchased it!

  
"
5.0 out of 5 stars,"









  
  
    
  Normal xbox but with the power of 4k. Looks amazing if you have a a screen that can do that. Would recommend.

  
"
5.0 out of 5 stars,"









  
  
    
  Great console

  
"
5.0 out of 5 stars,"









  
  
    
  Haven’t open it yet it’s a Christmas gift

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome... upgraded from Day 1 edition & I absolutely should have gotten an XB1X sooner lol. Was shipped fast & a question I had emailed was replied to within 3 hours! Fully recommend!!

  
"
5.0 out of 5 stars,"









  
  
    
  Works great!! Do note to get all the 4k features you must have an HDR ready 4k TV..  so far, no issues at all .

  
"
5.0 out of 5 stars,"









  
  
    
  Works awesome

  
"
5.0 out of 5 stars,"









  
  
    
  Noticeably faster and hdr 4k is great highly recommend if you have the spare cash.

  
"
4.0 out of 5 stars,"









  
  
    
  2017 Christmas gift for grandson.  Had to return twice for disk read failure.  Apparently he really likes the system except for disk read failure. He wanted a third replacement.

  
"
1.0 out of 5 stars,"









  
  
    
  Came broken with the backside piece falling off . Sync/Bluetooth button don’t work have to be forced to use wire on my controller

  
"
4.0 out of 5 stars,"









  
  
    
  My Xbox was damage the WiFi antenna, but i was fully refunded after returned

  
"
3.0 out of 5 stars,"









  
  
    
  It’s a solid console.  I’m upgrading from a one S.  I had it for 4 days before it died.  TV said no signal.  Call Microsoft support and they couldn’t fix it.  I was told I needed to send it to service and it could be up to 2 weeks before I’d get it back.  Awesome!  (Sarcasm).  Instead I contacted amazon and they had a new one to me next day.  And just asked to put the old one in the box and send it back.  So my review is actually for Microsoft and they’re crap customer service as opposed to their product.  After a google search I learned my no signal problem isn’t too uncommon either.  Soooooo.  That’s not good.

  
"
5.0 out of 5 stars,"









  
  
    
  Fast Shipping & Great Price !!!

  
"
5.0 out of 5 stars,"









  
  
    
  Love it

  
"
5.0 out of 5 stars,"









  
  
    
  It is a good system

  
"
1.0 out of 5 stars,"









  
  
    
  Arrived used. Why would you buy new only to receive something used! Super disappointed, wasn't even the edition that u picked!

  
"
5.0 out of 5 stars,"









  
  
    
  I decided to upgrade to the One X. Totally worth it. Amazing graphics. Smoothest gameplay.

  
"
1.0 out of 5 stars,"









  
  
    
  Bought it in June of 2018, sending it in for repairs already.

  
"
5.0 out of 5 stars,"









  
  
    
  Vrry good for games and moveis

  
"
5.0 out of 5 stars,"









  
  
    
  Fire

  
"
1.0 out of 5 stars,"









  
  
    
  My xbox one x broke in just 6 or 7 months.  It does not work anymore with just the startup xbox flash screen that has this garbled graphics.  Very disappointed with this product.  My first gen xbox one bought in 2014 is still up and running unlike this expensive piece of a console.

  
"
5.0 out of 5 stars,"









  
  
    
  I have owned each generation of xbox consoles and I can this is the best and worth the price.

  
"
5.0 out of 5 stars,"









  
  
    
  Brand new and worked perfectly right away

  
"
5.0 out of 5 stars,"









  
    
  Desde orden hasta recibo todo llego en.perfecta condiciones y prodcuto.calidad..

  
  
"
5.0 out of 5 stars,"









  
  
    
  Works great

  
"
1.0 out of 5 stars,"









  
  
    
  I bought this item during Black Friday deals expecting a quality system instead what I got was a piece of equipment that on initial turn on would not display on any of my TV's so now I am left with a broken system so glad to have put my faith in online shipping only to ve disappointed.

  
"
5.0 out of 5 stars,"









  
  
    
  The Xbox One X is amazing. It is so much better than I expected. 4k with HDR gaming is the future even old games like Gears of War 4 and Halo 5 feel like new experiences due to how powerful the X is.All games run better, all games look better and games even have faster loading times. The X is so impressive of a console and worth every dollar. Would highly recommend.What is probably most impressive is that you don't need a 4k TV to get the benefits. It even looks better on the 1080p TV in the living room! However to get the most out of the console, I do recommend having a 4k TV which you can pick up for a very reasonable price right now.

  
"
1.0 out of 5 stars,"









  
  
    
  It was working in the beginning but now it stopped, we changed all the chords and looked at the whole product to see if maybe we missed something, but i wouldnt buy another game system on here

  
"
5.0 out of 5 stars,"









  
  
    
  best game system to date..

  
"
5.0 out of 5 stars,"









  
  
    
  My fiancé loves his xbox. We watch downloaded movies and play games. Keeps him entertained for hours

  
"
5.0 out of 5 stars,"









  
    
  La mejor consola hasta la fecha, muy satisfecho de tenerla

  
  
"
1.0 out of 5 stars,"









  
  
    
  This was suppose to be brand new in a box but it was used no box and no instructions with it has scratches all over it and they didn’t send a controller with it!!

  
"
5.0 out of 5 stars,"









  
  
    
  Nice.

  
"
5.0 out of 5 stars,"









  
  
    
  So far so good ..beautiful  picture for the games we have played

  
"
5.0 out of 5 stars,"









  
  
    
  Came as expected. Haven't had a chance to play on it much yet, but it is a very nice system.. got it for my man for his bday/ father's day

  
"
4.0 out of 5 stars,"









  
  
    
  Give seller a 5 star.Had it a few weeks and it's wonderful.  The only minus is the ongoing m$ bugs with WiFi and the power save features.  Other than those minor things it's awesome :).

  
"
5.0 out of 5 stars,"









  
  
    
  Great purchase. Great price.

  
"
1.0 out of 5 stars,"









  
  
    
  This Xbox One X 1Tb WITH wireless controller came with only a USED console. It did not come with a controller, power cord, or hdmi cord. Falsely advertised product.

  
"
5.0 out of 5 stars,"









  
  
    
  thanks for the product. would love to order again..

  
"
5.0 out of 5 stars,"









  
  
    
  Really makes a difference on Forza Motorsport 7 and Forza Horizon 3. If you plan to install more than a couple of 4K games, get an external USB 3.0/3.1 drive. 4K games take up a lot of space. A good external drive will load just as fast or faster than the internal. It would almost make sense for Microsoft to sell these with a smaller drive installed, but smaller than 1TB isn't cheaper anyway. I also have a second external drive attached to save game clips. You can record a clip up to one hour long clips with an external drive. It requires separate drives for each purpose, storage and media. For storage, let the XBox One format it. For media, format it as NTFS using a PC. Once a game is installed on the external drive, it can be played on any other XBox One. All video formats will be available, whatever the machine supports. It makes a decent heater for a small room also.

  
"
5.0 out of 5 stars,"









  
  
    
  So much better than the original xbox one. Faster in every way and better picture and sound!

  
"
5.0 out of 5 stars,"









  
  
    
  Came as soon as possible.  Playing pubg as we speak

  
"
5.0 out of 5 stars,"









  
  
    
  Its 10x better than the regular One. I can see them side by side (my GF has the old one in my room) and the performance isn't even comparable, along with the graphics and smoothness of gameplay.

  
"
1.0 out of 5 stars,"









  
  
    
  XBOX has been having weird software issues where it freezes and makes me delete all local games. Also have issues with connecting to the TV as well. I have tried other HDMIs pretty disappointed.

  
"
5.0 out of 5 stars,"









  
  
    
  The seller I bought from provided the console exactly how they described, like new. It works great, no issues and came with everything included and all packaging. I am very happy.

  
"
5.0 out of 5 stars,"









  
  
    
  It works but sometimes lag's don't like that at all.

  
"
5.0 out of 5 stars,"









  
  
    
  Great console...  Love the 4k/HDR support! The graphics excel when sh** hits the fan with explosions happening all around you. Frame rates don’t drop like the original Xbox One.If your a gamer who doesn’t mind a $500 price tag, loves badass graphics, and an overall stellar gaming experience, don’t wast your time with the cheaper Xbox One S!

  
"
5.0 out of 5 stars,"









  
  
    
  The box and contents inside were amazingly well put together and even had a couple of perks that I didn’t expect as far as discounts for Xbox games and services.

  
"
5.0 out of 5 stars,"









  
  
    
  Great console and best Xbox ever !

  
"
1.0 out of 5 stars,"









  
  
    
  It came broken! Wtf!

  
"
5.0 out of 5 stars,"









  
  
    
  Load as fast as hard disk can. but graphics make up for it. Now i will warn any one buying one these. They put out the heat. So it is a must you pare it with good fan. Or it burn up fast.

  
"
5.0 out of 5 stars,"









  
  
    
  YEeeasss

  
"
5.0 out of 5 stars,"









  
  
    
  A Birthday gift purchased for a youngling who’s 3 year old Xbox One just up and turned into a paperweight.Repair estimates were within 2/3 the cost of a new one so we all splurged for his BD gift.The new one didn’t seem to get as hot as the old one. And I noticed it lost the massive power converter. Otherwise I can’t say how much better it is than the old one.  Most of what I remember of the games we play together when I visit they looked about the same.He does tell all of us that new games and movies and streaming movies have a much clearer picture. So I’ll take his word for it.Although I’m still a little curios how the old one can work fine, be turned off, then never turn on correctly again...

  
"
5.0 out of 5 stars,"









  
  
    
  Love my Xbox one

  
"
5.0 out of 5 stars,"









  
    
  Ecelente

  
  
"
5.0 out of 5 stars,"









  
  
    
  I love my One X, runs smooth no lag as of yet. I can tell the difference from my One S in load times, frame rate, and graphics.

  
"
5.0 out of 5 stars,"









  
  
    
  No issues shipped well no damage.

  
"
5.0 out of 5 stars,"









  
  
    
  This was a gift for my son.  The excitement and delight in watching him open and play his games was the best!

  
"
5.0 out of 5 stars,"









  
    
  Muy buen regalo

  
  
"
5.0 out of 5 stars,"









  
  
    
  Son is happy with it.

  
"
1.0 out of 5 stars,"









  
  
    
  I just had an Xbox One X delivered to my house today and I hooked it up and found it runs but whenever I try to play any type of game the console just turns off within 2-3 mins of the game being loaded. Horrible defective console being sent from ""Decluttr""

  
"
5.0 out of 5 stars,"









  
  
    
  Good looking product

  
"
5.0 out of 5 stars,"









  
  
    
  So worth if

  
"
5.0 out of 5 stars,"









  
  
    
  Our son loves this.  Said it was his best Christmas present ever.  Graphics are amazing.  High quality and dependable.

  
"
5.0 out of 5 stars,"









  
  
    
  Product as described

  
"
1.0 out of 5 stars,"









  
  
    
  The X box one X. It does not work, at all. Will not accept a controller. Not happy about this at all. Lot of money down the drain. Son very disappointed as well. Merry Christmas, not.

  
"
5.0 out of 5 stars,"









  
  
    
  Upgraded from a regular xbox one. Much smaller and quiet in comparison. Runs games great!

  
"
5.0 out of 5 stars,"









  
  
    
  Best Xbox made

  
"
5.0 out of 5 stars,"









  
  
    
  Great.

  
"
5.0 out of 5 stars,"









  
  
    
  Best 4K gaming console on the market!!!!! Definitely lives up to the expectation and also provides faster load times on games and smooth and crisp gameplay to visuals for 1080p tv or monitor users!! To the people that are skeptical about this console enhancing and adding detail to 1080p its NO BS!!!!!

  
"
1.0 out of 5 stars,"









  
  
    
  After 3 days the hdmi port gave out, tried multiple HDMI Cords and monitors. Nothing would fix. Merchant is not the one to buy from. It kept saying no signal no matter what i changed

  
"
5.0 out of 5 stars,"









  
  
    
  It arrived very quickly. Its awesome.

  
"
5.0 out of 5 stars,"









  
  
    
  Came brand new in the box and works perfectly!

  
"
1.0 out of 5 stars,"









  
  
    
  NOT NEW! The box was resealed twice. The controller is defected, the left knob keeps autoscrolling to left or right, it will not stop.

  
"
5.0 out of 5 stars,"









  
  
    
  I loved it ❤️... Great performance, everything was great

  
"
5.0 out of 5 stars,"









  
  
    
  My daughter loves it

  
"
5.0 out of 5 stars,"









  
  
    
  As described and received quickly. Works great so far and is a nice upgrade from the Xbox 1.

  
"
5.0 out of 5 stars,"









  
  
    
  Worth it.

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome Xbox one x

  
"
5.0 out of 5 stars,"









  
  
    
  Works good not bad at all and brand new and 399

  
"
5.0 out of 5 stars,"









  
  
    
  Works perfect even got a walmount for it now takes even less room

  
"
2.0 out of 5 stars,"









  
  
    
  Refurbished Xbox one x, bought as labeled new on amazon, retapped missing free Xbox live trial,Scratched on controller, don’t know if work

  
"
