stars,comment
4.0 out of 5 stars,"









  
  
    
  I wish it would support my bluetooth headsets - but it won't support any of them and doesn't look like Sony is ever going to add that feature.  Other than that, just like the PS3 with a whole lot less people in multiplayer games.  Hopefully that changes at Christmas time this year!

  
"
3.0 out of 5 stars,"









  
  
    
  I still have to plug in to make sure it works and all. My review is solely on the look of it. It came dirty and the remote looked very old and worn out. Meh.. guess you get what you pay for.

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent

  
"
5.0 out of 5 stars,"









  
  
    
  Ordered it Dec. 28, 2013 via Amazon, received it Dec. 30, 2014. Also purchased the SquareTrade 2-Year Game Console Protection Plan ($350-400), better to trust a 3rd party company(the ""lawyer"") than the actual company itself.Runs(loads/start up) games fast. The new, for Playstation, Party Chat is very very nice. Playing Battlefield 4 at 1080p(they say its actually 900p, but my TV only reads either 720p or 1080p, etc., not in-between) and 60fps is like butter, and the 66 player server capability is great!!My Turtle Beach PX21 Headset works with it, allowing me to wait for a wireless headset to come on-sale.My ONLY BIGGEST PROBLEMS ARE:--The controller's battery lifespan is like a 1985 battery, literally.--Why must Sony ALWAYS provide a cord for the controller that is TOO SHORT as if we're playing up close like PC gamers? Forcing the majority of us to buy a 3rd party extension cord(there different, the PS3 USB is a ""mini"" whereas the PS4 is a ""micro"" WTF!?!)--Sony has yet to release the HDCP reversal update for us YouTube uploaders. Personally, for me, the share button for Facebook is a waste, though I understand many people may like that.

  
"
5.0 out of 5 stars,"









  
  
    
  this is by far the best video game console ever created. i bought the xbox one day one and havent really enjoyed the console much. it was only the variety of games xbox one had to offer that i saw as an advantage over the ps4. however, i was surprised at how much difference the controller made. the ps4 controller is also the best controller out there. it is almost like a ps3/xbox 360 hybrid controller. it looks like the ps3 controller yet it feels as good as the 360 controller did with the upgraded l2/r2 buttons and the thumbsticks. the grip feels so nice you dont have to squeeze the controller to hold it comfortably. the ps4 is also significantly smaller and more compact than the xbox one. the xbox one has an external power source with the utilization of the very space consuming power brick while the ps4 is lighter and it has an internal power source. the xbox one has better games, but the ps4 just looks better and has a better controller and in my opinion better value with the addition of a cheaper online subscription service which also includes better offers than xbox live deals

  
"
5.0 out of 5 stars,"









  
  
    
  Great system in all honesty. It is very solid! A console is only as good as it's games and so far I am very impressed. I have played stuff from Ghosts to inFAMOUS second son.If anyone is interested, I post youtube videos from my youtube channel! Just search Gandalf the Teal and it will come up!

  
"
4.0 out of 5 stars,"









  
  
    
  Great for a used product, no problems with God of War or the new remake of Resident Evil 2.

  
"
5.0 out of 5 stars,"









  
  
    
  It's quiet and silent, and turns on immediately. Just like a console should be, unlike a PC. My XBox makes me turn up the volume on the TV with its jet engines.

  
"
4.0 out of 5 stars,"









  
  
    
  Totally worth the wait and price tag.  Their video game library is slowly building and look forward to see what games come next.  The only feature they could've added to make it 5 stars is adding an HDMI thru/input to make it possible to run an external HDMI cord so I don't have to keep disconnecting my PS 4 from my stereo system in order to connect and use my other HDMI capable device.  In this case, my laptop.  Overall SONY put out another fine piece of electronic equipment.

  
"
5.0 out of 5 stars,"









  
  
    
  Happy with ps4 it is easy to setup, I just want to say though when I first turned it on I noticed the disc drive was making loud noises, So after I had set it up I shut it down and turned it vertically and then turned it back on the noise stopped and I popped in a blu ray movie and everything was fine. I think maybe cold weather here or just from sitting around in the warehouse caused the drive inside to stick.Just want to add an update about game installations in case people are not aware, when you first pop in a game the disc drive gets a little noisy that is only because its performing afull installation of the game which takes about five to ten minutes. At the same time you will be able to play the game while it installs and when the installation is done the drive becomesvery quiet.

  
"
5.0 out of 5 stars,"









  
  
    
  Loving the PlayStation 4 so far! The graphics on Infamous;Second Son are great and to be able to switch from game to home screen in a second is awesome. Everything is so smooth and easy. I have an Xbox One as well and love all of its features but so far I prefer to game on the PS4. It is truly a gamer's console. No wonder they have sold over 6 million of these things!

  
"
5.0 out of 5 stars,"









  
  
    
  The PS4 exceeded all of my expectations. Great graphics, beautiful gameplay, and a sleek appearance. While the games available in store now are slim, the online games available make up for it. Free to plays like Warframe for instance are great. The only negative that I have noticed is that the new controllers seem to have a shorter battery life than the old models.

  
"
5.0 out of 5 stars,"









  
  
    
  Leaps and bounds above the xBox 360 in every way!

  
"
1.0 out of 5 stars,"









  
  
    
  Playstations are cheap mine doesnt work its already flashing the blue light only had it a day

  
"
5.0 out of 5 stars,"









  
  
    
  very good stuff

  
"
5.0 out of 5 stars,"









  
  
    
  The Playstation 4 is a major upgrade to the previous Playstation 3. As an Xbox and Playstation user, it's easy to not hold a bias as I've seen the pros and cons to each console.Comparing it to the previous playstation three, the only thing I find that I miss is the ability to upload movies from a USB flash drive, but it's understandable with the new movie features, as Playstation wants you to use those instead.The controller is larger than the PS3 controllers, but it's not overly big, such as the 360 controller, in fact, I find it to be right in the middle and fit comfortably, much more than the PS3 did. The grip is better and I don't find my hands get as sweaty with them.The party chat, which IMO was really the only single thing that held the Xbox 360 above the Playstation 3, works like a charm and identical to that of the 360 (the layout is obviously different).The Playstation 4 has had a 0.4% fail rate, but that's expected with any new electronic device. That however is extremely good for the sum one million plus that have been sold.

  
"
5.0 out of 5 stars,"









  
  
    
  For 399, you can't go wrong.  This has become the centerpiece of my entertainment center.  All of my blu-rays get played through it; Verizon's Redbox Instant, and Amazon Instant Video services are great; and I use the NHL App to stream live hockey games almost daily.  The last movie I rented streamed at 1080p and 5.1 digital audio without a hiccup.  The gaming graphics give my 2500 dollar custom PC I built a run for its money thanks to the massive amount of dedicated video RAM; my PC actually has less.  Every game will likely be 1080p.  I can't wait to try the remastered The Last of Us!!  It runs at about 1/3 the temperature of PS3.  The only real gripe I have is the required PS+ subscription to play online (only 49.99 per year, though, which is less than 5 a month).

  
"
5.0 out of 5 stars,"









  
  
    
  So, there have been MANY conflicting reports about the PS4.  I came to share my story.  And as you can see, I'm a verified purchaser.First, let me address the elephant in the room.  Products sometimes fail out of the box.  This is true with ANY electronic device.  In fact, Sony seems to have been very good about making it right with those who have had issues.  Is the failure rate as low as Sony says?  Probably.  There's no way to know right now.  Rest assured, I wasn't going to review this at all because I was having such a good experience.  So keep that in mind.  If your Playstation 4 is working as intended, you are playing it.  You probably aren't going to write a review.  That being said, I wanted to take the time to review it so that it might ease some of your fears.  With that disclaimer out of the way, let me review this thing.First things is first, the device itself is beautiful.  It's sleek and much smaller than I thought.  A good bit smaller than my PS3 slim, actually.  It will fit right in to any entertainment center and be a conversation piece for years to come. It's that nice.Aesthetics aside, setup was a breeze.  Basically, if you have a PSN account, you log in, an update downloads, and that's it. You're ready to play.  The first thing you'll notice is that the user interface is a good bit different than before.  Things are a lot more streamlined now.  It is very easy to navigate, and also easy on the eyes.  Nice upgrade here.Games are why people buy this machine, though.  I have Battlefield 4, Assassin's Creed 4, NBA 2k14 and Call of Duty:Ghosts.  When you insert a disc, it begins to install immediately.  You can't start playing instantly the first time you insert the game, but have no fear, it only takes a moment.  Each games seems to handle these installs differently, but each is really elegant.  For example, the first time you insert NBA 2k14, it takes about 30 seconds, and the game loads.  Now, when you first start, you can only play a quick game, and there is no commentary.  That's because the game is installing WHILE you play.  That's so awesome.  After one quick game, everything was done and installed. Sweet.As for little things I've noticed about the user interface. Application switching is awesome.  So you are watching netflix, but want to play a quick round of Battlefield?  Double tap the PS button, and you are instantly in your last application.  No downtime or loading. It's instant. You are done playing a match, and now you want to go back to Netflix? Double-tap again and you are instantly back where you paused.  Amazing.Just to wrap up, I know this was a brief review, but I wanted to get it out there.  MY experience has been great. System runs cool, quiet and quick.  I have been having a ton of fun and really haven't even scratched the surface.  The only issue right now is a lack of games, but that's the way it is with any console launch.  As the year goes on, this machine is going to get stronger and stronger.  Are there issues with hardware? I'm sure. It's bound to happen.  But honestly, even if the number of bricked units is 1% worldwide, that would make this one of the most reliable electronic devices ever released.  If you are in that 1%, sure, it sucks. But don't let that deter you.  If you are a gamer, pick this up with confidence.I will update this review as the months go on, but again, after heavy-use for 3 days, this machine is a beast. Enjoy!

  
"
5.0 out of 5 stars,"









  
  
    
  Still works after 2 years

  
"
5.0 out of 5 stars,"









  
  
    
  I just recieved the console in the mail it is in good working condition so far there no issue it almost been like 30 minutes since i got it nothing wrong  I highly recommend anyone buying from this seller perfect package condition

  
"
5.0 out of 5 stars,"









  
  
    
  Does MORE than I expected. First gaming console ever. Should have bought one years ago.

  
"
5.0 out of 5 stars,"









  
  
    
  This system is extremely amazing and I love it. The graphics is so beautiful I Could not and would not go to sleep for at least two days.shipping was fast  I got it in no time. I bought it used in like new condition and it came with all accessorys plus original box.  I will purchase from jsa9791 again. Thankyou very much jsa9791 .

  
"
5.0 out of 5 stars,"









  
  
    
  Fantastic next-gen console.  I wasn't expecting a significant increase in graphics performance but I can say I was pleasantly surprised when comparing Ghosts on the PS3 to the PS4.  Much sharper, crisper graphics and colors are beautiful.  Big difference. The unit itself is beautiful - I like the sharp edges and matte black and glossy black exterior.  The light bar in the center is a nice touch, too, as long as it isn't blinking blue!  For what it's worth - I know it SUCKS for the fraction of customers that experienced the bad systems...  Just try to be patient.  Sony (or Amazon) will make it right.  I was one of the unlucky folks that had the cooling issues with the PS3 and Sony definitely took care of me.Controller is a major upgrade too.  Feels bigger and the buttons are spaced out a bit more it feels like.  Good for people with Yeti-hands like me!  Triggers are a major upgrade and I like the touchpad in the center.  Looking forward to more uses in the future.Downloaded Contrast last night, too, and would strongly recommend.  Great game and very challenging.So far so good with the console!  PS4 for the WIN!

  
"
5.0 out of 5 stars,"









  
  
    
  Replaced my PS3 and it worked fine, I replaced it later with an updated version but I didn't have any issues with this one

  
"
4.0 out of 5 stars,"









  
  
    
  Fortunately my PS4 never has given me any major probs. Ive had it since launch. The games that are out for it now arent worth the upgrade but titles will get better later this year. Console has faster loading times, all games are in 1080p and you can stream vids. It still has a few kinks to work out. At times the console will just freeze up and i have to put it in sleep mode or at times unplug it. And at times the PS store doesnt load. The controller is comfy and you can charge it while you play. I just wish this console had more usb ports. It at least needs 4. Accessories easily take up these spaces. Also it needs a bigger hard drive. 500gb its probably enough to download every retail game from launch up until two months afterwards which isnt many. You dont actually get 500 of course. Thats a round off estimate. At least you can change out the hard drive though. I love the share button. So fun using it as a snap shot button for when people get crazy through streams. Congrats Japan on your PS4 release!

  
"
5.0 out of 5 stars,"









  
  
    
  Download speeds are so much faster as compared to my ps3, next generation games look awesome. It's definitely worth the money especially since there are more games now.

  
"
5.0 out of 5 stars,"









  
  
    
  👍🏽

  
"
4.0 out of 5 stars,"









  
  
    
  We got our PS4 delivered on launch day. After about two months of use, we have a clear idea on how this console actually plays vs. the pre-launch media hype. We have never owned a Playstation or Xbox of any generation, but we do have a gaming PC.Pros:- Great graphics in 1080p, good performance. The indie titles like Flower and Contrast actually show off its graphics better than Madden, probably because the big games were all designed with the older generation in mind.- Good selection of non-game apps. Not as wide a selection as the Roku, but certainly better than Apple or Chromecast. You can finally watch Netflix or Amazon Prime on your console in full 1080p glory!- Wide variety of power-saving and auto-shutoff options- Add your fellow PS4 users to your friends list, share clips or achievements, find each other ingame- Easy drop-in multiplayer gaming on the same console.- Gaming quality is comparable to my PC (not the highest-end PC ever, but pretty good all the same)Cons- Lack of games. But, this is always true at every new console launch. 2014 will see the game catalog start to catch back up to PS3 levels.- BUGS. One of the most annoying one is the wifi failing to work sometimes for no apparent reason. Only turning the system off and on can fix it. Also, turning on and getting nothing but a black screen sucks, especially since there is no hard power switch on the unit. You have to literally unplug the PS4 and replug it in. And there hasn't been an update from Sony in weeks. Can't separate their engineers from their bongs, I guess.- Can't play PS3 games! You'll have to hang on to your old PS3 for the foreseeable future :(- Hard to obtain. I saw this console being offered for close to $1000 just before Christmas.- Expensive controllers at 60 bucks a pop. Want a full set of 4? You'll have to cough up $180 plus tax.- Lack of same-console multiplayer options in favor of single-player FPS games. This is more of the fault of gaming companies, but still. When can we get our GoldenEye back?

  
"
5.0 out of 5 stars,"









  
  
    
  There are so many things that I could say about this console, but I will just choose a few. Some people have gotten bad consoles, it happens, it's called DOA or Dead on Arrival. Which means electric currents went through them during shipping etc after manufacturing at some point. I got a good console on January 15th, which is the best time to get one since most ""manufacture"" issues are fixed.GAMES: Lets just say games are always going to minimal at any launch. We look at the PS4 and we see a small selection, did you buy PS+ or PlayStation Plus? Well look no further you get a free game per month when you are subscribed which is now required for online play, here is the thing Xbox One doesn't do the free Games, Like PS3 as more games become available, we get more per month. So far I have gotten: Don't Starve: Console Edition, Outlast (Really cool Horror game) and Dead Nation a zombie game similar to Diablo 3 on consoles. Overall the games are great for what I have paid for!Console: The console and the OS (Operating System) are really smooth, user friendly, and very slick. It's amazingly fast also. I can say it does lag at some times, but when you have a console with a new OS of course there will be issues which can be fixed in updates etc. Overall I have no issues with the system.

  
"
5.0 out of 5 stars,"









  
  
    
  I was a little hesitant going into this, expecting a more or less PS3 with more powerful hardware.  After spending about 10 hours on it over the weekend, I must say that I am very impressed.  The system is quick, powerful, and easy to use.  A lot of the little features here and there are well polished and awesome (face recognition log in system is very cool).Thus far I've played most of the free games available to PS+ members and the free to play titles on the system (Warframe, Blacklight, etc).  They look good and operate well.  The streaming feed service via Twitch & Ustream works great.  The friends system works much better vs PS3.  Once DLNA is patched into the system, I'll be set.  The camera is pretty cool too and seems like a worth while accessory to pick up if you want to utilize everything the ps3 can offer.I've got Killzone on order so that should show up soon, looking forward to that.

  
"
5.0 out of 5 stars,"









  
  
    
  My husband was very happy on christmas

  
"
4.0 out of 5 stars,"









  
  
    
  It is fun and the new game Horizon Zero Dawn is great but I still like my XBOX 1 more.

  
"
5.0 out of 5 stars,"









  
  
    
  Lou went crazy

  
"
5.0 out of 5 stars,"









  
  
    
  one tiny grip, one little insignificant minor hardly worth mentioning thing.  seems like too many steps involved into turning it off.

  
"
5.0 out of 5 stars,"









  
  
    
  Ive had it for 4 years now and still use it everyday playing games and everything lol its perfect i love it

  
"
5.0 out of 5 stars,"









  
  
    
  I ordered the console off Amazon within 2 minutes of it coming back in stock the Friday before Christmas.  It got to my house on Christmas Eve.  Booted it up, and I knew something was off.  It started in [Safe Mode].  Then went in to download the update, it didn't automatically install.  I had to go back to [Safe Mode] and manually install it.  With this out of the way I got my PSN account set up, linked with my FB account, then started to install NBA 2k14.  I walk into the kitchen and come back and the console was reset.  I logged in and boom it shut itself.  This turned into a constant cycle of going on and off again.  I was really upset.  Called Sony and they said they would ship me a new one once they received mine.  Called Amazon and they sent me one and my new console got here yesterday.  They shipped it before I had even sent mine back to them which was fantastic.Anyways, new console everything went normal, no [Safe Mode], just amazingly fast and smooth PS4, the Next-Gen is here.  Installed NBA 2k14 but turns out the disc was defective so Amazon is sending me a new one.  Since then I have been playing Assassin's Creed IV and it is a lot of fun.  I have also been playing the Killzone multiplayer demo and will probably buy that as it has been fun as well.Overall the PS4 is fantastic, very fast, very smooth, very responsive.  The controller is awesome.  Here is the part I was most impressed with.  I have a set of Corsair Vengeance 1500 V2 USB headset that I use with my PC.  Well I plugged these into the PS4 USB ports, went into the audio settings on the PS4 menu while ingame, and switched it so all audio went through my headset.  BOOM it worked I was astonished they were compatible because this headset had been dissappointing me by not working that great with my PC but now I realize it is my USB ports on my PC that are the problem.  With the PS4 they work awesome.If all you care about is gaming, do yourself a favor and get a PS4.  If you wanna run your media set up through your console and talk to your tv then get an Xbox one.  Both are great systems for there purposes.  Sony has really made a great comeback whereas Microsoft has gone in a different ""total entertainment"" direction.Can't wait for more games and even better graphics to come.

  
"
5.0 out of 5 stars,"









  
  
    
  I am blown away by this, I love the online display and you get to go on social networks, the speaker on the controller and like the ps3 you can charge it from the console, I thought I would have to buy the charger with it but I don't, I cannot wait for the project morphious for the ps4 now

  
"
3.0 out of 5 stars,"









  
  
    
  Player has no 3D blur-ay capabilities, It will not support DLNA, CD or MP3 playback like the PS3 did.

  
"
5.0 out of 5 stars,"









  
  
    
  I've owned systems since NES and now to PS4 and almost everything inbetween, including all of Microsoft's offering UNTIL XBONE. Just to keep things clear, i have been a HUGE sony fan since PS1. But i've owned em all. Coming from a TRUE GAMING background originating from the PC, i can honestly say that im glad to see the PS4 in its current state. its truly a GAMERS console. sorry, but i dont need to talk to my console, nor do i need to wave around my hands like a retard to get it to do things. i have a computer and a tablet for surfing the web, and a perfectly capable box for my satellite to surf my channels. When i power on my GAMING CONSOLE, im doing it to GAME. My PS4 was a launch edition that had ZERO issues, and continues to exhibit zero. I love being able to turn it on, and play a game i want to play on it. Its the truest essence of gaming. I know in time more options will be added to make it more like an entertainment center that the PS3 ORIGINALLY was.(and something XBONE fans seem to forget), and now the XBONE has become. If you're into all of that added luggage, then do not hesitate to buy the xbox one over this console, its by no means a bad console. But if you're like me and tired of gaming consoles trying to be more then what they are intended to be, with gimmicks that offer nothing more then a few novelty features you wont use past a few months, then get a PS4. One look at the oncoming GAMING future of each console will prove my point.

  
"
4.0 out of 5 stars,"









  
  
    
  So let me just start this review off by saying that I think that the PS4 will earn a 5th star eventually, but doesn't deserve it yet.A quick history: I am 31 and have been ""gamer"" all my life, but spent the last gen exclusively with an Xbox 360. After much internal struggle I decided to switch to Playstation for this generation because, generally speaking, Sony has more story-driven games and franchises than Microsoft, who tends to focus on multiplayer shooters. That being said, here are my thoughts on the PS4:1. While the graphical jump from last gen to this gen isn't as great as in the past, you can still see the benefits of the PS4. The Last of Us Remastered couldn't be smoother. The graphics hum along at 60 fps without the slightest sign of struggling to keep up. Really impressive. Can't wait to play Destiny with this thing.2. It is really weird upgrading to a new system that can do less than my Xbox 360 in terms of media apps. The same is true for the Xbox One right now, but it is a really strange part of this upgrade cycle. More apps are on the way, but be prepared to feel like your new console can't really do very much yet.3. The PS4 is surprisingly loud whenever the cooling fan kicks on. I mean, like old-school-Xbox-360 loud. Really disappointing from a brand new piece of technology.4. Playstation Now is still too expensive, but it is perfect for someone like me that missed the entire PS3 catalog. Hopefully we will see PS1 and PS2 titles on there soon. Really a great feature.And that's really all there is to say at this point. I am very pleased with the system, but it still feels like more of a long-term investment than something to get really excited about right now. Without tons of media apps, this thing is really only as good as the games you own for now. There is plenty to look forward to in the future (especially Playstation TV). You won't be disappointed with the purchase right now, but you probably won't be blown away either.

  
"
1.0 out of 5 stars,"









  
  
    
  The PS4 that I received has the flashing blue light problem, a power/harddrive/software problem. Other than that it works fine just highway suggest spending the extra money for something you know will work correctly or is certified refurbished.

  
"
5.0 out of 5 stars,"









  
  
    
  Nice

  
"
5.0 out of 5 stars,"









  
  
    
  I originally had pre-ordered the Watch Dogs bundle, but we all know what happened to that. I'm glad Amazon decided to update my order into a Launch Edition package. They even gave me some credit towards the purchase of a different PS4 game. That's swell! Thanks Amazon! Got my system on launch day as promised. Too bad it was UPS instead of FedEx because UPS always delivers a little late in my area; I didn't receive my system until 7pm. First world problems. *shrug*There are many reviews out there regarding the hardware so I don't really need to add my 2 cents into the pool, but I will say that the system has thus far exceeding my expectations of what a console should be. Except for the relative lack of media support compared to the previous generation, I'm pretty happy with how responsive the system is and how well it handles my games. I mean, c'mon, I didn't even consider that playing games while the software installed was possible! Sony made a product that's truly great and hopefully the owners will get to experience games that fully take advantage of the hardware capabilities of this magnificent machine.

  
"
5.0 out of 5 stars,"









  
  
    
  Great item and outstanding seller sorry it took so long to post my review. Had to wait until Christmas for my kids to play with it first. It's everything she wants and more...

  
"
5.0 out of 5 stars,"









  
  
    
  The ps4 was as described by seller, minor scratches. 1st version shiny faceplate. Other than that 100% functional. Very well taked cared!.The packaging was good on the original box with power cord and HDMI cord in a bag. Good seller.

  
"
5.0 out of 5 stars,"









  
  
    
  Excellent

  
"
5.0 out of 5 stars,"









  
  
    
  Bought this for my husband and he enjoys it. The graphics are way better and love how the remote works. My husband hasn't had any complaints yet regarding this system except that there are not that many games to buy yet.

  
"
4.0 out of 5 stars,"









  
  
    
  Don't order if you want the launch model pictured in the description. You will receive the new slim model. Otherwise a great product.

  
"
5.0 out of 5 stars,"









  
  
    
  The greatest console of all. Perfect packaging!

  
"
4.0 out of 5 stars,"









  
  
    
  First of all, I'd like to state that I've owned a PS (the one is implied, considering I had it when it was only a ""PlayStation""), a PS2, and a PS3. I have nothing against the Xbox. I just never wanted one. I haven't experienced the Xbox One yet--but I know they make good systems, and they (Sony and Microsoft) BOTH have had their fair share of hiccups.I stopped buying games for PS3 months ago. I hadn't heard anything pertaining to backwards compatibility, so I just assumed (correctly), that neither system would be. That's a downer for me. I'm sure they could've figured out a way to make the PS4 play PS3 games. I have a launch day PS3 (yup, it's still kicking), but I guess the later versions removed that feature. Anyway, the system looks I like the slanted portion of the body (although that's likely it is because it's something different in a world of boxes). It's sort of like if a PS2 and PS3 had a baby. You have the finishes of both systems, so you can actually touch it without getting prints all over the thing (unlike the PS3 I have).The overall interface seems cumbersome. I mean, I guess it is okay, but it isn't really something I'm into. There's simply too much going on, for my liking. That's just my opinion. It's user friendly, in terms of being able to go on FB and ""share"" stuff (which I haven't done). PSN didn't work for me when I tried it. I don't know if it was the load, or an update of PSN...but I'm only able to use it occasionally.There is a difference in graphics, albeit slight. I know a lot of games were 720p, but all the ones I have (Madden, AC IV, NFS, CoD, NBA 2k, and Injustice) are all in 1080p. The difference is noticeable; at least to me, it is. This is relative to your screen size. Mine is big enough to notice the difference between the two. The PS3 also struggled to process some of the later games. Although I didn't buy any, I've played some of the heavier games. You could, literally, hear the PS3 struggling to process them. The PS4, though, does it seamlessly. The Last of Us comes to mind, in terms of the PS3 struggling, but it isn't available on PS4.The game selection at launch was a big thing for people. I knew I was going to get it...and, frankly, so long as I get a couple of games I can play, it's okay--so long as I can't play through them and get tired of them before there's something else. This system seems capable.The Dual Shock 4 takes a bit to get used to. I swear, I still look for the start button when I need to pause it. It's the same shape, same concept, but it just takes a bit of getting used to. It should be relatively seamless, with time. The system is quiet, and fits well with my current set-up--so I lucked up there. I'm not implying it won't clash with someone else's set-up (in case that matters).I saw a lot of shipping woes. It was sort of unbelievable the shape some of the packages arrived. Mine came in a box, with the standard air bags, plus the regular PS4 box. Not a nick, not a scratch. Everything was in good order. I don't know if it was because I needed a (slightly) larger box because other items shipped as well, but my shipping was fine. It showed up, in perfect order and on time.Depending on what you're looking for, the PS4 might be it. I think I may have to play it for more hours, just so I know I won't get the same blue light issue...although some of those reviews are questionable. Regardless, I want to play it more so I can have a more informed review. I will update after that. At best, my review will stay the same (I don't rate anything five stars...something would have to be the best, most innovative thing, ever, to get rated five). Worst case, I will down grade it to below four.Here's hoping I don't have to downgrade. I hope this helps!

  
"
5.0 out of 5 stars,"









  
  
    
  Good product, great service.

  
"
4.0 out of 5 stars,"









  
  
    
  Love the console and the redesigned controller. Only complaint is the number of games that interested me at launch, but there are tons of games coming out this year, so only a temporary issue.I had a first gen PS3 which suffered from overheating issues. This was later worked out in the 40GB models but that didn't help me at all since I was going for backwards compatibility. I was a little worried about heat, but it was unnecessary. This machine has excellent cooling, and the rear fans have plenty of power to move that heat out of the system. Be wary of putting it too close to something though, because that will get hot. I noticed this when adjusting things on my UPS, so I had to scoot it a little further away from the outlet to give more room.One of my favorite things about this is the way you can multitask and switch from screen to screen or application to application almost seamlessly. I can be watching Netflix one minute, and within seconds check something in the Playstation store. Once that's done switch back over to Netflix with hardly any wait time.Live streaming isn't a feature I've used profusely, but it was a cool way to enjoy games with friends. We'd hop on a Skype call while I turned on the stream, and we'd all laugh as I'd fail a CoD mission, or get killed attempting to assassinate a target in AC4.Playstation plus for this machine is a must. Even if you aren't a huge multiplayer fan, the games alone make the annual fee worth it. Tons of new games and DLC each month. I was able to get at least 10 games free in the first 6 months that I've had this console. These aren't games that I'd typically buy for myself, but it was a cool way to get to know my PS4. Resogun is an excellent game which kept me entertained and showed me how great the PS4 graphics are.

  
"
5.0 out of 5 stars,"









  
  
    
  You cant go wrong with getting a PS4 right now. Console launches typically dont have that great of games to show full potential of the system, but ill patiently wait a few months till something good comes out.I was worried about the integrity of my PS4 when I examined the packaging done by Amazon. The tape on the box was basically blowing in the wind and not really serving its purpose for keping my box closed....I coukd stick my entire arm into the box without even removing any tape....I can only assume the tape had not been sticky enough when applied so it just didnt stick.bubble air stuff was loosely placed in the box and the console was wrapped in 2 small thin layers of bubble wrap.I use to package stuff in a warehouse for shipping, amazon clearly needs to QC there packaging methods.

  
"
1.0 out of 5 stars,"









  
  
    
  HDMI port is glitchy and the controller doesn't hold a charge.

  
"
5.0 out of 5 stars,"









  
  
    
  I have the money to buy both XBox one and PS4, but instead I used the extra cash to buy a 1TB SSD for my PS4. If you are thinking of getting a game, I recommend Infamous Second Son. Graphics are gorgeous.

  
"
3.0 out of 5 stars,"









  
  
    
  Came with a different color controller than the console, which would be ok except the right stick drifts sometimes and i can't control where I am pointing or what i'm doing. I would recommend buying new if you can afford it.

  
"
5.0 out of 5 stars,"









  
  
    
  Love it. Still going strong.

  
"
4.0 out of 5 stars,"









  
  
    
  The system has delivered on its promises, the increase in performance over the ps3 is definitely noticeable. Loving the dual shock 4 as well, the headphone jack on the controller is genius & the built in speaker adds a nice dynamic. The system runs very quietly & doesn't seem to get hot as quickly as my ps3 did. The home screen is fluid, & the ability to multitask gives a sense of freedom which was lacking in the ps3 version. The ability to organize the icons homescreen to your liking is all that's missing. Overall it's a solid system, however, I do get the feeling my purchase was premature. PS+ free games for the PS4 have been a lower quality than those released for PS3, i guess that can be expected for a new console. Also I do miss DLNA support more than I thought I would, hopefully Sony adds this feature in the near future. The selection of games is also not so great, it is improving as there are new releases coming out, but right now i don't get a sense of available variety. Also i don't like the parental control system, setting up parental control requires you to register with credit card information. As a customer who resides outside  of the U.S. not having a U.S. credit card & address basically excludes me from setting up parental control for a child account. This limits me to turning on parental control for all accounts or disabling it for all accounts. Also the names of the games are displayed when parental control is enabled.

  
"
5.0 out of 5 stars,"









  
  
    
  The playstation itself was great. The delivery and hassle I went through with Amazon was NOT. When I received this the Sony box itself was busted and looked like it had been thrown down a flight of stairs. Customer service was a real hassle. BUT with that said I kept this playstation since Amazon could not promise me one before February (it was a Christmas gift) and it is still working great. I wouldn't advice throwing yours down a flight of stairs, but ours survived something similar to that while in its box.

  
"
3.0 out of 5 stars,"









  
  
    
  Oh PS4 how I wish you weren't such a pain in the butt.First off lets get the good out of the way.Nice system, good frame rates, good graphics.Ok now the bad things:1. Loud as heck2. Form factor is terrible IMO. The Angles make it annoying to fit in certain places.3. Remote play is crap if you aren't 5 feet from your router or the ps44. Confusing ""adding a controller"" system. What do you mean pick a profile for the controller? My buddy just wants to freaking play fifa with me! (I get it now  but still its dumb.5. Power options don't make a ton of sense.6. Confusing menu system.7. Bluetooth headset don't work (really Sony?)8. Old racing wheels don't work (really Sony?)Anyways lots of little complaints. Its a good system that you should buy for a used price. Probably from Amazon as they seem to have the best prices.

  
"
4.0 out of 5 stars,"









  
  
    
  As a Sony fanboy I have to say I love this system. I never considered getting the ""other"" box. I would have given this 5 stars but as of now there are not alot of games. Happens when you buy a system near launch. This system is small sleek and powerful. If you need any futher proof lokk at the screens from Infamous:Second Son.

  
"
