stars,comment
5.0 out of 5 stars,"









  
  
    
  Design:Smaller than you expect for a console that has this kind of performance.Controller:Feels great in your hand, has better latency than any previous xbox controller. Pairs and connects to the Xbox when powering on nearly instantly, which is a nice improvement from previous controllers.Performance:The level of graphical quality, FPS, and speed of the SSD make this the best console on the market. It accomplishes this all while being dead quiet and impressively cool.Features:Microsoft's implementation of Quick Resume and the velocity architecture makes switching between multiple games a breeze and actually incentives you to try different titles. The thoughts of not wanting to load up a new game because it would take too long to load up are gone forever with this generation.Conclusion:Microsoft has pulled out all the stops hardware and OS-wise. Once next generation games come out, the Xbox Series X will be the best way to game for years to come.

  
"
1.0 out of 5 stars,"









  
  
    
  After 4 days and maybe an hour of actual gameplay it won’t turn on at all. It’s completely dead.

  
"
1.0 out of 5 stars,"









  
  
    
  Scalper this product is not worth this.

  
"
1.0 out of 5 stars,"









  
  
    
  First batch has tons of hardware issues apparently. Mine randomly shuts off while running games / apps. I would not buy until Microsoft fixes this terrible first release

  
"
5.0 out of 5 stars,"









  
  
    
  I like it so far it works really well with my 4K tv a bought, once I compared the graphics to my Xbox one to this...I definitely see a big difference. The only down side is it’s really lacking in new and exciting games. Obviously we all know ps5 really our does Xbox with games, but if you’re a loyal Xbox gamer this is definitely a step up from the last console.

  
"
5.0 out of 5 stars,"









  
  
    
  Everything I expected. I love the quick resume In this  Share button Easy to take screenshots and recordgame play. Best system I have played.

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing. Literally the perfect way to describe this console. I absolutely love the amazing frame rate it outputs and at an extraordinary resolution. The load times were cut more than half. Worth every buck. Jk. PLAYSTATION IS WAY BETTER!

  
"
5.0 out of 5 stars,"









  
  
    
  While people are right to point out that there arent a ton of next gen games yet already this thing feels so much faster than the ps4 i had and that was a great console.  Also yes this thing is a utilitarian brick but its smaller than you think it is (compared to ps5 especially) and blends in nicely with your existing entertainment setup.

  
"
5.0 out of 5 stars,"









  
  
    
  Great Product, Great Software, good performance. the only caveat for me is the lack of the HDMI pass trough, everything else is perfect.

  
"
5.0 out of 5 stars,"









  
  
    
  I was able to preorder and it arrived on day one ....it’s a very heavy but quiet machine ....everything runs great and does what it is supposed to do ....

  
"
5.0 out of 5 stars,"









  
  
    
  This is a marvel of technological engineering. Graphics are amazing, the fan is virtually silent, Microsoft game pass is far and away the best value in gaming, controller feels like an extension of my hand. I have no regrets about this purchase 10/10 I'm having the most fun gaming I've ever had on this thing and I've been a player since NES.Do yourself a favor and buy this as soon as possible

  
"
5.0 out of 5 stars,"









  
  
    
  This console is amazing. The controller feels similar but much better because of the small changes they made to it. Loading times and graphics are just as good as the Xbox advertisements said.

  
"
5.0 out of 5 stars,"









  
  
    
  It’s been a while since I’ve upgraded consoles and it really shows in the speed and graphics. Glad I was able to get it on release day!

  
"
1.0 out of 5 stars,"









  
  
    
  Box came in good condition. Not happy with this new box. It’s very aggravating that I can’t play for hrs with out this thing freezing and shutting off. Xbox you guys hyped this up and so far it’s a complete Disappointment

  
"
5.0 out of 5 stars,"









  
  
    
  Good console, fast loading, amazing graphics, and awesome features!

  
"
5.0 out of 5 stars,"









  
  
    
  It's an amazing piece of hardware that is going to have some amazing games on it in the next couple of years. Halo Infinite's delay definitely hurts the launch lineup but this console will have so many reasons to lay on it in 1-2 years time. Halo Infinite is 343's Halo 3.

  
"
5.0 out of 5 stars,"









  
  
    
  The power in the new Xbox is amazing. It almost instantly boots up, and getting into a new game is so quick. We haven’t been able to see much of the power of this system yet, but it’s great so far!

  
"
4.0 out of 5 stars,"









  
  
    
  Been using amazon for quite sometime now but the total lack of respect for a $500 console is mind boggling. The console may be damaged, and the box itself is a collectors item. Now it’s completely damaged.

  
"
5.0 out of 5 stars,"









  
  
    
  Upgraded from a xbox one s games look so much nicer system is so quite everythings so smooth not 1 problem highly reccomend

  
"
5.0 out of 5 stars,"









  
  
    
  Get Game Pass day 1 if you don't have it already.

  
"
5.0 out of 5 stars,"








  
  Your browser does not support HTML5 video.










  
  
    
   It truly is the most powerful console ever made.

  
"
5.0 out of 5 stars,"









  
  
    
  My Xbox series X came on time on the release date packaging was good secured nothing wrong

  
"
1.0 out of 5 stars,"









  
  
    
  The xbox series x is a great system but my controller is defective when plugged into a headset my xbox friends say it creates a static sound. I tested my old controllers and have no issues. It only happens on this “new” controller. It already has joystick drift too. Wish I could be sent a replacement.

  
"
5.0 out of 5 stars,"









  
  
    
  This thing is big and heavy and its needed to pack all of this fps goodness! Purchased directly from Amazon at regular retail priced and received it faster than expected.

  
"
1.0 out of 5 stars,"









  
  
    
  System just bricked itself after a month of light use.  It won't even power on and Microsoft refuses to fix it.  I'm betting Sony does not treat their customers this way.

  
"
5.0 out of 5 stars,"









  
  
    
  AWESOME THANKS AMAZON :D

  
"
5.0 out of 5 stars,"









  
  
    
  This thing is a HUGE upgrade from the Xbox One. The 120 FPS is a big deal, even if you have poor internet, it helps make up for that. Definitely a buy for the gamer in your life.

  
"
5.0 out of 5 stars,"









  
  
    
  Everything is awesome, only thing that sucks is that I have to re-install my games again.

  
"
5.0 out of 5 stars,"









  
  
    
  Pretty big but surprisingly quiet and amazing new controller!! Best system on the market!!

  
"
5.0 out of 5 stars,"









  
  
    
  When the Xbox series X was a super tough item to purchase this Covid year. We found fast service and are very happy with the results for a deserving recipient.

  
"
5.0 out of 5 stars,"









  
  
    
  It runs Destiny 2 as smoothly and as quickly as it runs on PC. It's fast, quiet and the new controller feels great. I know supply is limited right now, but if you have a chance to get one, do it!

  
"
5.0 out of 5 stars,"









  
  
    
  Having owned all but one Xbox generation on release day, I can honestly say that the Series X feels far more finished than the 360 or One did at launch. Everything works as intended. The UI, although not shiny and new, works flawlessly. The graphics are awesome, it’s quiet, it runs cooler than its predecessor, and load times are a fraction of what they used to me. I might be in love with a gaming console.

  
"
5.0 out of 5 stars,"









  
  
    
  Fortunate for me I have both the playstation 5 and the xbox, and I can say I prefer the xbox over the playstation. Although both systems are similar, the xbox is faster. Downloads and load time are crazy, and when the controller turns on it turns on quickly as well. The graphics are amazing as well. I cant wait until more games come out so we can see what xbox can really do.

  
"
5.0 out of 5 stars,"









  
  
    
  First!

  
"
5.0 out of 5 stars,"









  
  
    
  Amazon was the only place I had a chance Getting the Xbox. Once it was ordered, I was excited to get the Xbox on time and works great!

  
"
5.0 out of 5 stars,"









  
  
    
  I love it, never going back to Playstation. I have only ever owned Nintendo and Sony until this generation, but I have had it with Sony's BS. I was lucky enough to get a Series X pre order and I could not be happier. All my friends are jealous and the ones that had Playstation 4s are now switching back to Xbox after seeing this in person. Blind brand loyalty aside, this is the greatest console of this generation hands down.

  
"
4.0 out of 5 stars,"









  
  
    
  First off I just want to say that I love everything about this console. The controller, the load times, the graphics, the UI, everything. My main issue is that, Microsoft offers a lot of games in Games with Gold and Game Pass and the issue im having is that I dont have enough storage for the games that I want. I wish there were 2T versions, but I will deal with it until I can scrap together another $100 for a 4T Seagate.

  
"
5.0 out of 5 stars,"









  
  
    
  Got mine on time and cant wait to play on this thing for 5 plus years

  
"
5.0 out of 5 stars,"









  
  
    
  I love the possibilities on what can be done. Too bad there isn't a lot of new generation games for launch.

  
"
5.0 out of 5 stars,"









  
  
    
  I'm am more than pleased with the new Xbox. Many are saying that the system does not have any games, but I believe it has to many to choose from. I was lucky to get one early but I hope all that truly wants one will get one before the year is out. You will not be disappointed!

  
"
2.0 out of 5 stars,"









  
  
    
  This product isn’t that great. The hype is too much for this. It’s the same as basically all of the other ones Microsoft has made. Save your money!

  
"
5.0 out of 5 stars,"









  
  
    
  I was extremely happy to fulfill my husband's Christmas present wish a little early this year! The seller immediately answered a question I had and shipped it to me before the date I was estimated. My husband has played it every single day since he has gotten it!! Thank you so much for making it quick and easy on me this year!!

  
"
5.0 out of 5 stars,"









  
  
    
  This item was awesome.

  
"
5.0 out of 5 stars,"









  
  
    
  It runs perfectly and you can barely hear the fan. So far no problem will update if I find one

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing every game is way faster and everything is super fast. Quick resume is awesome! Make sure you have a TV with 120hz though you get 120FPS!

  
"
5.0 out of 5 stars,"









  
  
    
  After preordering and getting the email that I would not come until Dec 31st, I panicked and looked for restocks everywhere. I then received a notification the next day that it shipped and low and behold it was here a few days later. No complaints, great system!

  
"
5.0 out of 5 stars,"









  
  
    
  So far amazing! Load times are non-existent on MW, and 2k21 Next Gen feels so smooth! This generation is gonna be exciting!

  
"
5.0 out of 5 stars,"









  
  
    
  What a fantastic console. Does everything right and the value is insane. I have this and the PS5, but I’m on this one most of the time.

  
"
5.0 out of 5 stars,"









  
  
    
  Love it so far. It is pretty tall (as expected). Looks really great and runs perfectly. Definitely a nice upgrade from previous generations.

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing

  
"
5.0 out of 5 stars,"









  
  
    
  Very good to have a product that's hard to find. Enjoyed playing and love the beautiful style of this console.Spiderman game is awesome!

  
"
5.0 out of 5 stars,"









  
  
    
  The Xbox Series X is a very fast console and great upgrade from my previous Xbox One (day one console). If you’re looking to get the same experience from last Gen but upgraded, this console is definitely a huge upgrade. You can still talk to people from other Xbox One consoles.You’re paying for the quick resume feature, extremely fast load times, & the 144 hz and 4K experience. (Not every game can run at 144z and 4K yet)

  
"
5.0 out of 5 stars,"









  
  
    
  Upgraded from a One X to Series X and the difference is incredible. Next to no load times and 4k at 60 fps is a game changer.

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome. SSD and Quick Resume are game changers. Everything thing you love about Xbox but faster and prettier. Can’t wait to see what the first party studios create!

  
"
5.0 out of 5 stars,"









  
  
    
  The Xbox Series X is amazing. Everything is very fast, games load faster, every game is at least 60 FPS, and some games such as Grand Theft Auto 5 are 4K. Games also download much faster, I currently download at 380 Mbps when it used to be 120 Mbps on my Xbox One X. Before I couldn’t play Modern Warfare, now I play with no lag, at a smooth consistent frame rate.

  
"
5.0 out of 5 stars,"









  
  
    
  This was so rediculously hard to get, but now that I finally have it. I love it. Quick resume is amazing and so is how fast games load!

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing so far. Don’t get much time to play but when I do it’s wikkid

  
"
5.0 out of 5 stars,"









  
  
    
  So far so good can’t complain everything seems to be working fine now the long process of redownloading all my games hahah this should be fun

  
"
5.0 out of 5 stars,"









  
  
    
  Came same day as the release when I pre-ordered 2 months ago

  
"
5.0 out of 5 stars,"









  
  
    
  This runs amazing, it runs games amazingly, the setup was a breeze, all my old accessories from my Xbox One work on it, I love this console.

  
"
2.0 out of 5 stars,"









  
  
    
  The menu on this new Xbox is atrocious and annoying to navigate. Take me back to when the Xbox 360 menu was out before it also got ruined. The controller is the same as always and there’s not many exclusive games out there. I would recommend waiting to buy this or get a ps5

  
"
5.0 out of 5 stars,"









  
  
    
  Came on time and worked great!

  
"
5.0 out of 5 stars,"









  
  
    
  Got my delivery Tuesday afternoon love the console...much respect to Amazon for doing all they could to make sure gamers receive there consoles so they can game..much respect to Microsoft for not dropping the ball on this generation of Xboxes

  
"
5.0 out of 5 stars,"









  
  
    
  Numbers don't lie better system then PS5 hands down. I know demand higher for PS5 because of todays youth are on the bandwagon. But for the money its a better system. No exclusives but they will have plenty coming i don't care about being spider man there's a reason no exclusives because they are gonna get it right not rush it out.

  
"
5.0 out of 5 stars,"









  
  
    
  Games look and run better than ever before.

  
"
5.0 out of 5 stars,"









  
  
    
  Loving the Series X so far. Games look and feel amazing. Load times are fast. Can't wait to play a game that was built for it and takes advantage of the power behind it.

  
"
5.0 out of 5 stars,"









  
  
    
  Delivered on release day and this console is better than I thought it would be. I'm blown away by the load times and graphics as well as refresh rate.

  
"
5.0 out of 5 stars,"









  
  
    
  Very happy to get this so early! Great system

  
"
5.0 out of 5 stars,"









  
  
    
  Great product but was over priced. Got it before Christmas as promised.

  
"
1.0 out of 5 stars,"









  
  
    
  This is how Amazon pads their electronic shipments. This is Christmas gift so lets hope it works in 3 weeks when it's opened.....

  
"
5.0 out of 5 stars,"









  
  
    
  Next gen gaming with the perfect style for my home decor. Loved the xbox one x and now I've upgraded to the series X.  There is a huge difference in performance but worth the wait and price. The new controller feels better in hand also. It's a great gaming purchase if you can get your hands on one.

  
"
1.0 out of 5 stars,"









  
  
    
  I disliked that I played it for a few weeks and now i am sending it back to be looked at / repaired because there seems to be a Graphic Card issue inside the Xbox

  
"
5.0 out of 5 stars,"









  
  
    
  The worst part of playing video games is waiting for things to load.  Xbox X (not to be confused with Xbox One X) is pretty much perfect.  It loads super quickly.  Although I realized yesterday that it doesn't do 3d movies.  Glad I still have a working PS3.

  
"
5.0 out of 5 stars,"









  
  
    
  Worth every penny. Xbox manages to keep me in their circle for another generation and I’m looking forward to see more things the series X has to offer!

  
"
5.0 out of 5 stars,"









  
  
    
  Got the console day one and it's been great! it's quiet, doesn't get too hot, quick resume is great and with Xbox Game Pass I can play hundreds of games on this console...and some of them even have Series X updates to take advantage of the console. LOVING IT SO FAR.

  
"
5.0 out of 5 stars,"









  
  
    
  I was lucky enough to get a pre-order for the series X. Everything was beautifully packaged and it hooked up/worked with no issue out of the box.

  
"
5.0 out of 5 stars,"









  
  
    
  Great new console.  Works great a much improved console.  I have always owned both Xbox and Playstation and always will, but I am very impressed with the new Xbox

  
"
5.0 out of 5 stars,"









  
  
    
  The series x has exceeded my expectations.  Super quiet.  About as loud as a field mouse pissing on cotton.  Picked up cod cold war and it is amazing.  Thank you amazon.  Do not pay scalpers for one.

  
"
5.0 out of 5 stars,"









  
  
    
  Coming from Xbox One S I immediately saw an improvement on my LG OLED when I played Apex Legends on the Xbox Series X. Load times are incredibly faster and the graphics are night and day. Very very smoooooooooooth. Worth every penny for this alone. Very happy customer! 😁😁

  
"
5.0 out of 5 stars,"









  
  
    
  I loved on how fast this company responded how sincere they were. I definitely  loved my xbox series x.. something was rattling inside but it okay the system works... im happy  worth the wait.

  
"
5.0 out of 5 stars,"









  
  
    
  This console is absolutely amazing. The lid first thing you notice when you boot it up are the smooth, crisp, and fast load times. The graphics are  on par with a high end PC in the optimized games. The console itself is beautiful. It is very modernistic and blends in well with it’s environment. I have not encountered any errors with it yet!

  
"
5.0 out of 5 stars,"









  
  
    
  Next gen awaits! I was fortunate enough to get my preorder in and my order was delivered on time. I can't wait to boot up the console and play AC Valhalla!

  
"
4.0 out of 5 stars,"









  
  
    
  Thrilled to own the Series X. Despite the lack of a diverse set of launch titles, I truly appreciate the time Microsoft took on this console. Feels like a PC due to being paired with a new LG OLED TV. High frames @ 120Hz without sacrificing picture quality.

  
"
5.0 out of 5 stars,"









  
  
    
  Compared to the One X, this is a great upgrade. Some games that had slow downs (such as COD MW) are completely smooth on here. I also really like the controller, because, even compared to the Elite Series 2, the thumbsticks are better. I also like the expansion port over what the PS5 has, which is a much simpler card solution when compared to the M.2 SSD slot on the PS5 (which isn't even active at launch).

  
"
5.0 out of 5 stars,"









  
  
    
  This thing is fast. Definitely a generational leap in terms of speed and jumping around the UI. Games look incredible. The build quality is fantastic. It's all around an incredible package for the price. Highly recommend this to anyone.

  
"
5.0 out of 5 stars,"









  
  
    
  Very xbox, much video games. Perfect 5 out of 7. It has the gb’s AND the fps’s! Wow it’s so delicious!

  
"
5.0 out of 5 stars,"









  
    
  La nueva XBOX Series X es una consola de ultima generación con prestaciones en general muy buenas, la consola va fluida, no se calienta y es una gran compra, valió la pena la espera, contento con la compra

  
  
"
5.0 out of 5 stars,"









  
  
    
  Works like a charm. Everything is so beautiful. Nothing like playing GTA 5 online with no frame rate drop and not waiting for parts of the map to load in. 100% worth especially when I’m coming from the day one Xbox One.

  
"
5.0 out of 5 stars,"









  
  
    
  The XBOX Series X is amazingly fast and super quiet!! I’ve had every version of XBOX and it goes without saying, this is the best system they’ve ever made!

  
"
4.0 out of 5 stars,"









  
  
    
  love playing my old games on it, they all seem to perform much better.  I do wish there were more launch games

  
"
5.0 out of 5 stars,"









  
  
    
  Totally awesome. Fastest load times alone are worth the upgrade from an xbox one x.

  
"
3.0 out of 5 stars,"









  
  
    
  The console is good, but it doesn't feel like a next gen console. The only difference is that I can notice that I am loading into games faster. Unfortunately, some games will freeze forcing me to exit out or restart the console, this could be a game issue and not a console issue. Overall, the system is good, but there is no need to rush until better optimized games are ready.

  
"
5.0 out of 5 stars,"









  
  
    
  My neice loves her Xbox. This is her first video game system in America. I was able to preorder the system for her and give it as a gift on Christmas. This was the ultimate blessing from Amazon for that opportunity. She is now using the systems to even speak with her mother overseas. She said the system runs great.

  
"
5.0 out of 5 stars,"









  
  
    
  Absolutely an amazing console that makes every single last gen game run at its fullest potential without any optimization. Everything takes less time and with the Xbox App you dont even have to be home to set up or install all of your games.

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing console. Games looks incredible. Load times are insanely fast.

  
"
5.0 out of 5 stars,"









  
  
    
  Things a beast

  
"
5.0 out of 5 stars,"









  
  
    
  It is even better looking in person. The design is so sleek and fits right into my living room set up without looking out of place.

  
"
5.0 out of 5 stars,"









  
  
    
  LOVE LOVE LOVE!!!

  
"
5.0 out of 5 stars,"









  
  
    
  Good as advertised..

  
"
5.0 out of 5 stars,"









  
  
    
  Beautiful gameplay with really fast loading recommend buying

  
"
5.0 out of 5 stars,"









  
  
    
  The console is very fast, 0 problems with software or hardware, noiseless.

  
"
5.0 out of 5 stars,"









  
  
    
  The console is great! This generation console feels just like a gaming computer, it's worth buying so hopefully they start getting more in stock.

  
"
1.0 out of 5 stars,"









  
  
    
  I got it Super late when I preordered it Since September and when I got it The Xbox Series X has a WiFi Problem Lagging in Multiplayer games, Basically Making it unplayable Didn’t have this problem when using Xbox One. I guess I got it too Early.🤦🏾‍♂️

  
"
5.0 out of 5 stars,"









  
  
    
  Large console but extremely fast and you can tell the difference from the one.

  
"
5.0 out of 5 stars,"









  
  
    
  The Xbox series X is every bit as good as Xbox said it’d be. The real cherry on top isn’t actually the console, it’s the game pass service with EA play.

  
"
5.0 out of 5 stars,"









  
  
    
  Truly a next generation experience. From the way the console loads games to the  graphics, this machine is an absolute monster in the best possible way. Haven't had any problems at all and simply cannot get enough of this console. 10/10 would recommend.

  
"
5.0 out of 5 stars,"









  
  
    
  Amazon delivered to my door in just a FEW days. I bought at retail price and it was easy checkout. I wish everyone who is trying to get one this holiday season the best of luck!

  
"
5.0 out of 5 stars,"









  
  
    
  Upgraded from the OG xbox one and man I am not dissapointed.

  
"
5.0 out of 5 stars,"









  
  
    
  Had zero trouble out of this thing. Enjoying all the time I’ve put on it so far. Quick resume will change your life. Get the ultimate game pass if you get this

  
"
5.0 out of 5 stars,"









  
  
    
  Console is fantastic! Setup and data transfer was easy. Gameplay is smooth and the 4k 60fps is beautiful! Would recommend getting it, as it is a significant upgrade over last gen consoles.

  
"
5.0 out of 5 stars,"









  
  
    
  Got my Xbox series X It’s awesome!😁😁😁😁

  
"
5.0 out of 5 stars,"









  
  
    
  Xbox is great but boy has it been a struggle to get. Good luck all

  
"
5.0 out of 5 stars,"









  
  
    
  Super fast delivery.I wa struggling on many drops, that time I was lucky and plus lucky for fast fast fast delivery 😎😎😎

  
"
5.0 out of 5 stars,"









  
  
    
  It works great and it’s easy to set up and in a few minutes you’re playing games.

  
"
5.0 out of 5 stars,"









  
  
    
  Love it. Got no complaints.

  
"
5.0 out of 5 stars,"









  
  
    
  LOOOOOVE IT. I cant wait to see developers take advantage and use its full power. Amazon was great with the delivery/availability here

  
"
5.0 out of 5 stars,"









  
  
    
  Great product for a great price. The SSD is extremely fast and graphics look amazing!

  
"
5.0 out of 5 stars,"









  
  
    
  The Xbox Series X is superfast, quiet, and I have had no problems at all with it. I highly recommend.

  
"
5.0 out of 5 stars,"









  
  
    
  Powerful, super fast load times, super fast startups, fast app switching, and the system is very quiet. Can’t get much better than that.

  
"
5.0 out of 5 stars,"









  
  
    
  Love this machine, worth the hassle of getting it on preorder day!!

  
"
5.0 out of 5 stars,"









  
  
    
  The Series X is a massive improvement compared to Microsoft's last Gen TV box. AKA the Xbox One.

  
"
5.0 out of 5 stars,"









  
  
    
  Love the accessory backwards compatibility,  performance upgrades for catalog titles, inaudible cooling solution, and advanced hardware/software features which will require time for developers to fully exploit.

  
"
5.0 out of 5 stars,"









  
  
    
  Really amazing console. It’s so quite and smooth. The load times are lighting fast and even older games like Gears of War ultimate edition look incredible.

  
"
1.0 out of 5 stars,"









  
  
    
  Freezes constantly with almost every game. My consul freezes more in half an hour than my Xbox One did the entire 7 years i had it. Unacceptable for how expensive and “high tech” it is.

  
"
5.0 out of 5 stars,"









  
  
    
  A very good console. Immediately saw faster FPS and snappy interface. With gamepass, this console will make great strides in the future!

  
"
5.0 out of 5 stars,"









  
  
    
  Love this new console although the top can be a little bit hot. But that is almost with every console. Graphics are good and this is a very sleek look to it. Remotes are very sturdy and sleek as well

  
"
5.0 out of 5 stars,"









  
  
    
  Who is the dingbat I owe my thanks for packaging this Xbox?The Xbox is great and fits into my media center. I love that it is very backwards compatible so my existing library moves with me. It doesn’t feel like I’ve lost my investment for the past few years.

  
"
5.0 out of 5 stars,"









  
  
    
  Came really fast? Everything perfect

  
"
5.0 out of 5 stars,"









  
  
    
  Still no issues, still functioning great.

  
"
5.0 out of 5 stars,"









  
  
    
  Very quick, great graphics, performance, and a major upgrade from my Xbox one S. Glad I was able to get my hands on it on release date as well!

  
"
5.0 out of 5 stars,"









  
  
    
  Great console.

  
"
5.0 out of 5 stars,"









  
  
    
  Game pass is a amazing pair with any xbox console or pc and this console is a monster

  
"
5.0 out of 5 stars,"









  
  
    
  Everything!

  
"
5.0 out of 5 stars,"









  
  
    
  This is probably one of the best Xboxs made. I’ve had every generation and this is 100 times faster than the Xbox One X. Worth the money.

  
"
5.0 out of 5 stars,"









  
  
    
  Early and  no problems

  
"
5.0 out of 5 stars,"









  
  
    
  These have been some of the hardest items to get for the holiday 2020 season. Was vey surprised I got through but I did and the whole family will be happy! Happy gaming!

  
"
5.0 out of 5 stars,"








  
  Your browser does not support HTML5 video.










  
  
    
   Shout out Jeff bezos

  
"
5.0 out of 5 stars,"









  
  
    
  Absolutely amazing product thank you Microsoft!!

  
"
3.0 out of 5 stars,"









  
  
    
  This is a great product, but needs to get the kinks out of the system. I have been an xbox person since the original box.

  
"
5.0 out of 5 stars,"









  
  
    
  Arrived day of release! Awesome! So exciting, love it!

  
"
5.0 out of 5 stars,"









  
  
    
  Perfect glad it came so fast

  
"
5.0 out of 5 stars,"









  
  
    
  Next-Gen is officially here and it’s sleek, quiet and super fast loading screens just zoom by now! Bathroom breaks will be missed...

  
"
5.0 out of 5 stars,"









  
  
    
  An absolute must have for any Xbox fan, the set up is super easy.  If you own an LG cx series tv you are gonna be blown away.  Be sure to use a Ultra High speed HDMI cable!

  
"
5.0 out of 5 stars,"









  
  
    
  Love it loads everything fast

  
"
5.0 out of 5 stars,"









  
  
    
  Console is so quiet, and the quick resume feature is awesome and of course the visuals are amazing.

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing console fast loading time and look beautiful omg

  
"
5.0 out of 5 stars,"









  
  
    
  I'm very impressed with my Series X.

  
"
5.0 out of 5 stars,"









  
  
    
  Crazy fast load times, and makes noticeable graphics improvements on just about any game.

  
"
5.0 out of 5 stars,"









  
  
    
  came in perfect condition and came earlier than expected so it was a great surprise for my husband!

  
"
5.0 out of 5 stars,"









  
  
    
  It’s a good price it runs games better than a 800$ pc and it’s only 500$ definitely worth the price

  
"
5.0 out of 5 stars,"









  
  
    
  It has some bugs at launch but its amazing.

  
"
5.0 out of 5 stars,"









  
  
    
  Great console, don’t let trolls turn you away. Gamepass + Xbox = winning combination

  
"
4.0 out of 5 stars,"









  
  
    
  Great product!

  
"
4.0 out of 5 stars,"









  
  
    
  great graphics, fun games, and quick updates. no complaints so far

  
"
4.0 out of 5 stars,"









  
  
    
  Ps5 has an amazing controller. Why xbox why?

  
"
5.0 out of 5 stars,"









  
  
    
  I was able to snag on release day and will it’s amazing so far

  
"
5.0 out of 5 stars,"









  
  
    
  Best Xbox everrrrrrrrrrrr

  
"
4.0 out of 5 stars,"









  
  
    
  Just got it today, games look good and cables seem fine. My box was all scuffed up which was very disappointing for how expensive it is. So far it was worth it overall

  
"
4.0 out of 5 stars,"









  
  
    
  To my surprise the power cord wouldn’t fit in the console all the way, coming out of the console when playing.

  
"
5.0 out of 5 stars,"









  
  
    
  Great product. I have both the Xbox Series X and the PS5. Great quality, beautiful, and powerful. I'm ready for the games.

  
"
5.0 out of 5 stars,"









  
  
    
  I can’t believe I got one. It’s amazing to have games in true 4K and tv in game mode. No lag whatsoever.

  
"
5.0 out of 5 stars,"









  
  
    
  My nephew says the X series is the best. No lagging, good graphic quality, and processing speed is much faster than the older version that he had

  
"
5.0 out of 5 stars,"









  
  
    
  Very happy with the Series X.

  
"
5.0 out of 5 stars,"









  
  
    
  It’s a amazing system no problems or technical issues. Pure power and speed makes it worth the upgrade if you have a tv or monitor to take advantage of it.

  
"
5.0 out of 5 stars,"









  
  
    
  This is Xbox!

  
"
4.0 out of 5 stars,"









  
  
    
  Really good processing power and picture. It has some connectivity issues/bugs which can be easily fixed by cold-restarting the console, but other than that it is great.

  
"
5.0 out of 5 stars,"









  
  
    
  Beautiful and sleek look, great display on the TV

  
"
5.0 out of 5 stars,"









  
  
    
  This is the best Xbox ever produced by Microsoft. Still astonished such a small machine can perform so well.

  
"
5.0 out of 5 stars,"









  
  
    
  The xsx is very powerful yet super quiet - cannot hear any fan noise!

  
"
5.0 out of 5 stars,"









  
  
    
  Great system lots of fun

  
"
5.0 out of 5 stars,"









  
  
    
  So worth the wait, amazing with Game Pass, works as it should with no “bricking” or other concerns so far.

  
"
4.0 out of 5 stars,"









  
  
    
  I love Xbox. Perfect gift for my friends!!!It’s hard to buy it. Took me 2 months finally got it xd

  
"
5.0 out of 5 stars,"









  
  
    
  Received on launch day, performs amazing.  4k 120hz hdr vrr on call of duty. waiting for more titles.

  
"
5.0 out of 5 stars,"









  
  
    
  Best next gen console on the market.Most powerful and whisper quiet.Low failure rate unlike the ps5.

  
"
5.0 out of 5 stars,"









  
  
    
  I love this very good product so far nothing wrong and cant complain very awesome console

  
"
5.0 out of 5 stars,"









  
  
    
  Best console

  
"
5.0 out of 5 stars,"









  
  
    
  Finally it’s here. It is what was promised.

  
"
5.0 out of 5 stars,"









  
  
    
  Next Gen consoles are amazing. You'll love it too once you can get your hands on one

  
"
5.0 out of 5 stars,"









  
  
    
  Nothin bad to say fantastic console 5 stars all day (better than PS5)

  
"
5.0 out of 5 stars,"









  
  
    
  Awesome Product, Glad to have gotten it as a preorder from Amazon!

  
"
5.0 out of 5 stars,"









  
  
    
  I love this thing. That is all. Absolute beast and an absolute joy to play with!

  
"
5.0 out of 5 stars,"









  
  
    
  I love everything 💙

  
"
5.0 out of 5 stars,"









  
  
    
  Has worked great. No overheating no issues.

  
"
5.0 out of 5 stars,"









  
  
    
  Xbox started smoking after 30 minutes, but Destiny 2 looked clean!

  
"
5.0 out of 5 stars,"









  
  
    
  It very good much wow

  
"
5.0 out of 5 stars,"









  
  
    
  The series X is crazy fast I play a lot of Sea of Thieves and haven't noticed any load times or when fast travelling back to the ship its all instant.

  
"
5.0 out of 5 stars,"









  
  
    
  Amazing product. Very satisfied with the new generation xbox, coming from a lifelong gamer and loyal Xbox customer.

  
"
5.0 out of 5 stars,"









  
  
    
  Great upgrade from my old xbox. Runs extreamly quiet. Load times on games in incredibly fast.

  
"
5.0 out of 5 stars,"









  
  
    
  Glad I caught a restock and was able to give my son this console.

  
"
5.0 out of 5 stars,"









  
  
    
  Pre-ordered within 5 minutes of going live.  Product was delivered on release day and no issues so far.

  
"
5.0 out of 5 stars,"









  
  
    
  Great system! Smooth, fast and reliable. Love it!

  
"
5.0 out of 5 stars,"









  
  
    
  Great Job handling it

  
"
